web-scraper-order,web-scraper-start-url,Competition_selector,Competition_selector-href,Fixtures_selector,Fixtures_selector-href,Match_data
"1554128938-19","https://www.world.rugby/sevens-series/standings/mens?series=29","Kitakyushu","https://www.world.rugby/sevens-series/stage/1890/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1890/fixtures","<div class=""info""><span>HSBC World Rugby Women's Sevens Series 2019 - Kitakyushu, </span><span>Cup Quarter Finals, </span><span>Match 19</span></div><div class=""match""> <div class=""tLogo TBC""></div>   <div class=""teamName left"">1st Pool B</div><div class=""teamNameAbr left"">TBC</div><div class=""versus left"">v</div><div class=""teamName left""> Best 3rd</div><div class=""teamNameAbr left"">TBC</div><div class=""tLogo second TBC""></div></div>   <div class=""info info--venue""><span class=""dateBoxSub"">Local time kick off 10:30</span>Mikuni World Stadium, Kitakyushu</div><div class=""info""><span class=""dateBoxSub dateBoxSub--local""> Your Time - 02:30, Sun 21 Apr 2019</span></div><div class=""matchBtns""></div>"
"1554129290-462","https://www.world.rugby/sevens-series/standings/mens?series=22","Sydney","https://www.world.rugby/sevens-series/stage/1687/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1687/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2016-17 - Sydney, </span><span>Pool B, </span><span>Match 11</span></div><div class=""match""> <div class=""tLogo FRA""></div>   <div class=""teamName left"">France 7s</div><div class=""teamNameAbr left"">FRA</div><div class=""result left"">   17 - 14 </div><div class=""teamName left"">Samoa 7s</div><div class=""teamNameAbr left"">SAM</div><div class=""tLogo second SAM""></div></div><div class=""info info--venue"">Allianz Stadium, Sydney</div><div class=""matchBtns""> </div>"
"1554129844-929","https://www.world.rugby/sevens-series/standings/mens?series=8","Wellington","https://www.world.rugby/sevens-series/stage/1446/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1446/fixtures","<div class=""info""><span>2006/07 IRB Sevens World Series - Wellington, </span><span>Cup Semi Finals, </span><span>Match 40</span></div><div class=""match""> <div class=""tLogo SAM""></div>   <div class=""teamName left"">Samoa 7s</div><div class=""teamNameAbr left"">SAM</div><div class=""result left"">   14 - 12 </div><div class=""teamName left"">South Africa 7s</div><div class=""teamNameAbr left"">RSA</div><div class=""tLogo second RSA""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554128992-217","https://www.world.rugby/sevens-series/standings/mens?series=28","Sydney","https://www.world.rugby/sevens-series/stage/1880/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1880/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2019- Sydney, </span><span>Pool D, </span><span>Match 14</span></div><div class=""match""> <div class=""tLogo RSA""></div>   <div class=""teamName left"">South Africa 7s</div><div class=""teamNameAbr left"">RSA</div><div class=""result left"">   25 - 10 </div><div class=""teamName left"">Argentina 7s</div><div class=""teamNameAbr left"">ARG</div><div class=""tLogo second ARG""></div></div><div class=""info info--venue"">Spotless Stadium, Sydney</div><div class=""matchBtns""> </div>"
"1554129528-594","https://www.world.rugby/sevens-series/standings/mens?series=17","Atlanta","https://www.world.rugby/sevens-series/stage/1529/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1529/fixtures","<div class=""info""><span>2013/14 IRB Women's Sevens World Series - Atlanta, </span><span>Bowl Final, </span><span>Match 30</span></div><div class=""match""> <div class=""tLogo CHN""></div>   <div class=""teamName left"">China 7s</div><div class=""teamNameAbr left"">CHN</div><div class=""result left"">   0 - 33 </div><div class=""teamName left"">Netherlands 7s</div><div class=""teamNameAbr left"">NED</div><div class=""tLogo second NED""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129520-544","https://www.world.rugby/sevens-series/standings/mens?series=17","Guangzhou","https://www.world.rugby/sevens-series/stage/1528/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1528/fixtures","<div class=""info""><span>2013/14 IRB Women's Sevens World Series - Guangzhou, </span><span>Pool C, </span><span>Match 14</span></div><div class=""match""> <div class=""tLogo USA""></div>   <div class=""teamName left"">USA 7s</div><div class=""teamNameAbr left"">USA</div><div class=""result left"">   12 - 14 </div><div class=""teamName left"">France 7s</div><div class=""teamNameAbr left"">FRA</div><div class=""tLogo second FRA""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554128982-201","https://www.world.rugby/sevens-series/standings/mens?series=28","Las Vegas","https://www.world.rugby/sevens-series/stage/1881/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1881/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2019- Las Vegas, </span><span>5th Place Play-Off, </span><span>Match 43</span></div><div class=""match""> <div class=""tLogo FIJ""></div>   <div class=""teamName left"">Fiji 7s</div><div class=""teamNameAbr left"">FIJ</div><div class=""result left"">   15 - 19 </div><div class=""teamName left"">England 7s</div><div class=""teamNameAbr left"">ENG</div><div class=""tLogo second ENG""></div></div><div class=""info info--venue"">Sam Boyd Stadium, Las Vegas</div><div class=""matchBtns""> </div>"
"1554129520-540","https://www.world.rugby/sevens-series/standings/mens?series=17","Guangzhou","https://www.world.rugby/sevens-series/stage/1528/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1528/fixtures","<div class=""info""><span>2013/14 IRB Women's Sevens World Series - Guangzhou, </span><span>Pool A, </span><span>Match 10</span></div><div class=""match""> <div class=""tLogo ESP""></div>   <div class=""teamName left"">Spain 7s</div><div class=""teamNameAbr left"">ESP</div><div class=""result left"">   12 - 7 </div><div class=""teamName left"">Brazil 7s</div><div class=""teamNameAbr left"">BRA</div><div class=""tLogo second BRA""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129250-449","https://www.world.rugby/sevens-series/standings/mens?series=22","Singapore","https://www.world.rugby/sevens-series/stage/1691/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1691/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2016-17 - Singapore, </span><span>5th Place Play-Off, </span><span>Match 43</span></div><div class=""match""> <div class=""tLogo RSA""></div>   <div class=""teamName left"">South Africa 7s</div><div class=""teamNameAbr left"">RSA</div><div class=""result left"">   12 - 17 </div><div class=""teamName left"">New Zealand 7s</div><div class=""teamNameAbr left"">NZL</div><div class=""tLogo second NZL""></div></div><div class=""info info--venue"">National Stadium, Singapore</div><div class=""matchBtns""> </div>"
"1554128969-90","https://www.world.rugby/sevens-series/standings/mens?series=28","Hong Kong","https://www.world.rugby/sevens-series/stage/1883/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1883/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2019- Hong Kong, </span><span>Pool C, </span><span>Match 22</span></div><div class=""match""> <div class=""tLogo FIJ""></div>   <div class=""teamName left"">Fiji 7s</div><div class=""teamNameAbr left"">FIJ</div><div class=""versus left"">v</div><div class=""teamName left"">New Zealand 7s</div><div class=""teamNameAbr left"">NZL</div><div class=""tLogo second NZL""></div></div>   <div class=""info info--venue""><span class=""dateBoxSub"">Local time kick off 16:55</span>Hong Kong Stadium, Hong Kong</div><div class=""info""><span class=""dateBoxSub dateBoxSub--local""> Your Time - 09:55, Sat 06 Apr 2019</span></div><div class=""matchBtns""></div>"
"1554129914-1048","https://www.world.rugby/sevens-series/standings/mens?series=6","George","https://www.world.rugby/sevens-series/stage/1432/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1432/fixtures","<div class=""info""><span>2004/05 IRB Sevens World Series - George, </span><span>Bowl Quarter Finals, </span><span>Match 27</span></div><div class=""match""> <div class=""tLogo SCO""></div>   <div class=""teamName left"">Scotland 7s</div><div class=""teamNameAbr left"">SCO</div><div class=""result left"">   19 - 15 </div><div class=""teamName left"">Namibia 7s</div><div class=""teamNameAbr left"">NAM</div><div class=""tLogo second NAM""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129122-289","https://www.world.rugby/sevens-series/standings/mens?series=24","Dubai","https://www.world.rugby/sevens-series/stage/1719/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1719/fixtures","<div class=""info""><span>HSBC World Rugby Women's Sevens Series 2016-17 - Dubai, </span><span>Pool C, </span><span>Match 7</span></div><div class=""match""> <div class=""tLogo ENG""></div>   <div class=""teamName left"">England 7s</div><div class=""teamNameAbr left"">ENG</div><div class=""result left"">   28 - 7 </div><div class=""teamName left"">Brazil 7s</div><div class=""teamNameAbr left"">BRA</div><div class=""tLogo second BRA""></div></div><div class=""info info--venue"">The Sevens, Dubai</div><div class=""matchBtns""> </div>"
"1554129914-1051","https://www.world.rugby/sevens-series/standings/mens?series=6","George","https://www.world.rugby/sevens-series/stage/1432/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1432/fixtures","<div class=""info""><span>2004/05 IRB Sevens World Series - George, </span><span>Cup Quarter Finals, </span><span>Match 30</span></div><div class=""match""> <div class=""tLogo RSA""></div>   <div class=""teamName left"">South Africa 7s</div><div class=""teamNameAbr left"">RSA</div><div class=""result left"">   12 - 22 </div><div class=""teamName left"">Argentina 7s</div><div class=""teamNameAbr left"">ARG</div><div class=""tLogo second ARG""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129528-565","https://www.world.rugby/sevens-series/standings/mens?series=17","Atlanta","https://www.world.rugby/sevens-series/stage/1529/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1529/fixtures","<div class=""info""><span>2013/14 IRB Women's Sevens World Series - Atlanta, </span><span>Pool C, </span><span>Match 1</span></div><div class=""match""> <div class=""tLogo RUS""></div>   <div class=""teamName left"">Russia 7s</div><div class=""teamNameAbr left"">RUS</div><div class=""result left"">   29 - 0 </div><div class=""teamName left"">Japan 7s</div><div class=""teamNameAbr left"">JPN</div><div class=""tLogo second JPN""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129994-1181","https://www.world.rugby/sevens-series/standings/mens?series=3","London","https://www.world.rugby/sevens-series/stage/1401/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1401/fixtures","<div class=""info""><span>2001/02 IRB Sevens World Series - London, </span><span>Bowl Quarter Finals, </span><span>Match 28</span></div><div class=""match""> <div class=""tLogo CAN""></div>   <div class=""teamName left"">Canada 7s</div><div class=""teamNameAbr left"">CAN</div><div class=""result left"">   26 - 22 </div><div class=""teamName left"">Georgia 7s</div><div class=""teamNameAbr left"">GEO</div><div class=""tLogo second GEO""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129290-456","https://www.world.rugby/sevens-series/standings/mens?series=22","Sydney","https://www.world.rugby/sevens-series/stage/1687/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1687/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2016-17 - Sydney, </span><span>Pool A, </span><span>Match 5</span></div><div class=""match""> <div class=""tLogo ENG""></div>   <div class=""teamName left"">England 7s</div><div class=""teamNameAbr left"">ENG</div><div class=""result left"">   19 - 12 </div><div class=""teamName left"">Kenya 7s</div><div class=""teamNameAbr left"">KEN</div><div class=""tLogo second KEN""></div></div><div class=""info info--venue"">Allianz Stadium, Sydney</div><div class=""matchBtns""> </div>"
"1554129250-424","https://www.world.rugby/sevens-series/standings/mens?series=22","Singapore","https://www.world.rugby/sevens-series/stage/1691/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1691/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2016-17 - Singapore, </span><span>Pool C, </span><span>Match 18</span></div><div class=""match""> <div class=""tLogo AUS""></div>   <div class=""teamName left"">Australia 7s</div><div class=""teamNameAbr left"">AUS</div><div class=""result left"">   19 - 7 </div><div class=""teamName left"">Argentina 7s</div><div class=""teamNameAbr left"">ARG</div><div class=""tLogo second ARG""></div></div><div class=""info info--venue"">National Stadium, Singapore</div><div class=""matchBtns""> </div>"
"1554129239-372","https://www.world.rugby/sevens-series/standings/mens?series=22","Paris","https://www.world.rugby/sevens-series/stage/1692/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1692/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2016-17 - Paris, </span><span>Pool B, </span><span>Match 11</span></div><div class=""match""> <div class=""tLogo NZL""></div>   <div class=""teamName left"">New Zealand 7s</div><div class=""teamNameAbr left"">NZL</div><div class=""result left"">   21 - 14 </div><div class=""teamName left"">Argentina 7s</div><div class=""teamNameAbr left"">ARG</div><div class=""tLogo second ARG""></div></div><div class=""info info--venue"">Stade Jean Bouin, Paris</div><div class=""matchBtns""> </div>"
